E  |||  
E  |||  
E  |||  
E  |||  
M  |||  BLADE RUNNER
D  |||  methane sulfonate is an alkylating
D  |||  agent and a potent mutagen -- it
D  |||  created a virus so lethal the
D  |||  subject was destroyed before we
D  |||  left the table.
E  |||  
N  |||  Tyrell doesn't notice the subtle flicker of suspicion
N  |||  on Batty's face... like maybe Batty's not buying all
N  |||  this.
E  |||  
C  |||  BATTY
D  |||  Then a repressor protein that
D  |||  blocks the operating cells.
E  |||  
C  |||  TYRELL
D  |||  Wouldn't obstruct replication,
D  |||  but it does give rise to an error
D  |||  in replication so that the newly
D  |||  formed DNA strand carries a
D  |||  mutation and you've got a virus
D  |||  again... but all this is academic...
D  |||  you are made as well as we could
D  |||  make you.
E  |||  
C  |||  BATTY
D  |||  But not to last?
E  |||  
N  |||  Batty's expression doesn't reveal whether Tyrell has
N  |||  allayed his suspicions as Tyrell approaches Batty
N  |||  (sitting on the edge of the bed) and puts a fatherly
N  |||  hand on Batty's shoulder.
E  |||  
C  |||  TYRELL
D  |||  The light that burns twice as
D  |||  bright burns half as long. And
D  |||  you have burned so very, very
D  |||  brightly, Roy.
E  |||  
N  |||  Batty looks up at "Father" Tyrell, Tyrell is swelling
N  |||  with pride.
E  |||  
C  |||  TYRELL
D  |||  The best of all possible replicants.
D  |||  We're proud of our prodigal son...
D  |||  glad you've returned. You're quite
D  |||  a prize.
E  |||  
N  |||  Batty looks down in a sudden, uncharacteristically
N  |||  humble posture and speaks with guilt in his voice.
E  |||  
C  |||  BATTY
D  |||  I've done questionable things.
E  |||  
C  |||  TYRELL
D  |||  Also extraordinary things. --
E  |||  
C  |||  BATTY
D  |||  Nothing the God of bio-mechanics
D  |||  wouldn't let you in heaven for.
E  |||  
N  |||  Tyrell in a burst of camaraderie, decides to give
N  |||  laughing a try and comes out with a little titter.
N  |||  After all, Roy Batty, that swell replicant is about
N  |||  to embrace him. Everything's gonna be okay after all.
N  |||  Batty gets up from the bed and puts his hands around
N  |||  Tyrell's face.
E  |||  
N  |||  CRACK! Tyrell's skull cracks like dry wood.
E  |||  
N  |||  Sebastian stares in horror.
E  |||  
N  |||  SQUISH! Batty squashes the head in a gruesome moment.
E  |||  
N  |||  Tyrell slumps to the floor like empty clothes.
E  |||  
N  |||  Batty looks at the remains with disgust.
E  |||  
C  |||  BATTY
D  |||  Revertant colonies! Methane sulfate!
D  |||  Bright lights!
E  |||  
N  |||  Batty turns to Sebastian.
E  |||  
N  |||  Sebastian looks like a heart attack.
E  |||  
N  |||  Batty's eyes glow with fury.
E  |||  
N  |||  Sebastian cowers.
E  |||  
E  |||  
M  |||  EXT. ELEVATOR - NIGHT
E  |||  
N  |||  The tiny elevator whizzes down the huge nighttime pyramid.
E  |||  
E  |||  
M  |||  INT. ELEVATOR - NIGHT
E  |||  
N  |||  Lights flash, the buzzer sounds and the elevator stops.
N  |||  The speaker crackles.
E  |||  
C  |||  SPEAKER
D  |||  Dix huitieme Rouge. 18 Red.
D  |||  You have ten seconds.
D  |||  Counting!
D  |||  Un... de.......
E  |||  
N  |||  CLICK! Batty slaps one of Sebastian's many cards into
N  |||  the slot almost instantly.
E  |||  
N  |||  The lights go off, the elevator hums again.
E  |||  
N  |||  Batty is alone, solemn. The numbers reflect on his face.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  The spinner comes down in a whirlwind of garbage blown
N  |||  up from the street.
E  |||  
N  |||  Deckard gets out and looks at the building.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. LOBBY/SEBASTIAN'S - NIGHT
E  |||  
N  |||  Deckard steps cautiously into the gloom and looks around.
E  |||  
N  |||  The shadow areas look dangerous. The place looks vacant.
E  |||  
N  |||  Deckard pulls his blaster out.
E  |||  
C  |||  DECKARD
D  |||  Mr. Sebastian?
E  |||  
N  |||  No answer. His voice echoes in the emptiness.
E  |||  
N  |||  Deckard walks across the dark lobby, stepping around the
N  |||  heaps of trash, his footfalls echoing noisily in the silence.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Pris is pacing nervously around the room.
E  |||  
E  |||  
M  |||  INT. STAIRWELL/SEBASTIAN'S BUILDING - NIGHT
E  |||  
N  |||  Deckard is at the foot of the gloomy stairwell looking
N  |||  up. He can hear faint noises... very eerie.
E  |||  
N  |||  Cautiously he begins to climb, blaster ready.
E  |||  
N  |||  The noises continue.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Pris is lurking in the shadows like a vampire, she hears
N  |||  footsteps.
E  |||  
E  |||  
M  |||  INT. STAIRWELL - NIGHT
E  |||  
N  |||  Deckard is several flights up now, listening to the eerie
N  |||  noises.
E  |||  
N  |||  He starts up, stumbles on a piece of masonry.
E  |||  
N  |||  The masonry clatters noisily down the stairwell.
E  |||  
N  |||  Deckard freezes blaster ready.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Pris is alert listening to the clattering echo die.
N  |||  She frowns. Is it Batty?
E  |||  
E  |||  
M  |||  INT. STAIRWELL - NIGHT
E  |||  
N  |||  Deckard cautiously starts to climb again, tiptoeing,
N  |||  blaster ready.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  A shadowy hallway cluttered with debris.. spooky.
E  |||  
N  |||  Nothing moves.
E  |||  
N  |||  Then we catch the sight of something. Deckard ! He enters
N  |||  the hallway, pressed flat against a wall , weapon up.
E  |||  
N  |||  Very carefully he slides along the wall.
E  |||  
N  |||  We can see a doorway ahead of him, the door to Sebastian's
N  |||  apartment.
E  |||  
N  |||  He moves to the door. It's open a crack. He peeks in.
E  |||  
N  |||  The apartment seems empty.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Deckard inches the door open, blaster ready. He looks
N  |||  around warily studying the apartment. He sees nothing
N  |||  moving.
E  |||  
N  |||  He levels his blaster, arm extended full out cop-style,
N  |||  as he ventures deeper into the apartment.
E  |||  
N  |||  Suddenly a noise behind him makes him spin, blaster pointed.
E  |||  
N  |||  A mouse runs across the floor.
E  |||  
N  |||  Deep breath.
E  |||  
N  |||  WHUMP! Pris drops on Deckard from above and wraps her
N  |||  bare thighs around his neck as she takes him down.
E  |||  
N  |||  Deckard finds himself choking ot death in bare thighs
N  |||  as she applies a brutal scissors grip with her legs.
N  |||  All he can do is bite at the flesh near her crotch as
N  |||  he fights for air and life.
E  |||  
N  |||  Pris might look like a punk waif but she's a powerful
N  |||  replicant and Deckard is
N  |||  falls from his hand as he writhes and
N  |||  his body.
E  |||  
N  |||  Finally he gets his head loose and gasps for air but
N  |||  she is immediately sitting on his chest and he looks up
N  |||  into her furious face and flailing fists.
E  |||  
N  |||  Deckard grabs at her trying to fight her off, tears
N  |||  her tank top loose, exposing one breast, but a lot of
N  |||  good that does him.
E  |||  
N  |||  Pris starts to choke Deckard with one hand and Deckard's
N  |||  only hope is to grasp blindly for his blaster on the floor.
E  |||  
N  |||  His hand paws wildly... he can't look... in the general
N  |||  area, and when he feels it he grabs it. He struggles
N  |||  to point it at her.
E  |||  
C  |||  DECKARD
D  |||  Please! I don't want...
E  |||  
N  |||  She catches his gun wrist and he fires a shot widly.
E  |||  
N  |||  BOW! Masonry erupts on the ceiling.
E  |||  
N  |||  Dekcard struggles to point the weapon but she has his
N  |||  wrist in her replicant grip.
E  |||  
C  |||  DECKARD
D  |||  Please! I don't want to kill you.
E  |||  
N  |||  Fat chance! It doesn't look like he could if he wanted
N  |||  to. She's choking him with one hand, squeezing the
N  |||  weapon loose with the other.
E  |||  
N  |||  Deckard, fighting for breath and life, gives a violent
N  |||  wrench and manages to bring the weapon to bear just
N  |||  long enough to squeeze off one shot.
E  |||  
N  |||  BOW! Pris's left arm is torn away at the shoulder.
E  |||  
N  |||  Pris's face erupts in fury as she clutches at the
N  |||  empty socket.
E  |||  
N  |||  Deckard rolls free and tries to cover her.
E  |||  
C  |||  DECKARD
D  |||  Please! I...
E  |||  
N  |||  WHAP! She kicks him in the chest and he flies back
N  |||  into a wall.
E  |||  
N  |||  She's advancing on him, kicking like some martial arts
N  |||  master... WHAP! WHAP! WHAP!
E  |||  
N  |||  Deckard has to shoot or be kicked to death, he's already
N  |||  badly battered by her furious feet.
E  |||  
N  |||  BOW! BOW! Pris is blown away
N  |||  hits.
E  |||  
N  |||  BOW! The third hit catches her in the back of the neck
N  |||  as she spins away from Deckard... and that's it, she
N  |||  goes down in a limp heap, leaving Deckard standing there,
N  |||  bloody and stupified.
E  |||  
N  |||  He's still staring when he hears it... the drone of the
N  |||  elevator ascending.
E  |||  
N  |||  Deckard frowns. He starts toward the door, reaching in his
N  |||  pocket as he goes and pulling out a cassette.
E  |||  
E  |||  
M  |||  INT. CORRIDOR - NIGHT
E  |||  
N  |||  Deckard slams the cassette into his blaster as he steps
N  |||  intop the corridor and looks toward the sound.
E  |||  
N  |||  He sees the elevator coming up.... glowing.
E  |||  
N  |||  Deckard doesn't like this. He glances quickly as the
N  |||  various possible routes for escpe.
E  |||  
N  |||  Not the stairs.
E  |||  
N  |||  Nothing else.
E  |||  
N  |||  The lift is almost to Sebastian's floor.
E  |||  
N  |||  Deckard retreats hastily into Sebastian's apartment.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT - NIGHT
E  |||  
N  |||  Deckard steps into the room with Pris' body in it.
E  |||  
N  |||  He hears the elevator stop. Then footsteps.
E  |||  
N  |||  Deckard considers.
E  |||  
N  |||  The footsteps are getting closer.
E  |||  
N  |||  Deckard walks silently toward the other door leading into the
N  |||  next room and steps through it.
E  |||  
N  |||  The footsteps keep coming.
E  |||  
N  |||  And the breathing has started. Asthmatic, rasping.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. BILLIARD ROOM - NIGHT
E  |||  
N  |||  Deckard slides around the door and puts his back to the wall,
N  |||  blaster ready.
E  |||  
E  |||  
M  |||  INT. SEBASTIAN'S APARTMENT NIGHT
E  |||  
N  |||  Deckard comes running into the lobby (hand held)through
N  |||  the billiard room and into the darkened area the other
N  |||  side of the billiard room and stands breathing heavily
N  |||  gun aimed towards the lobby.
E  |||  
E  |||  
M  |||  INT. LOBBY - NIGHT
E  |||  
N  |||  Batty's shadow appears in the doorway (Deckard's POV) he
N  |||  stares at Pris' dead body.
E  |||  
N  |||  His body walks into the shadow.
E  |||  
N  |||  Deckard fires, but Batty is faster, he ducks back and
N  |||  disappears.
E  |||  
N  |||  Deckard's bullet smashes into the dresser in the bedroom,
N  |||  the mirror explodes.
E  |||  
N  |||  Deckard runs into the billiard room.
E  |||  
E  |||  
M  |||  INT. BILLIARD ROOM - NIGHT
E  |||  
N  |||  He ducks back behind the wall.
E  |||  
N  |||  Suddenly a hand comes tearing through the wall, and pulls
N  |||  Deckard's hand through.
E  |||  
N  |||  Systematically, Batty breaks two of Deckard's fingers.
E  |||  
C  |||  BATTY
D  |||  For Pris... for Zhora....
D  |||  Proud of yourself little man....
E  |||  
N  |||  As Deckard screams, Batty puts the gun back in Deckard's
N  |||  broken hand and pushes it back through the hole.
E  |||  
N  |||  Batty's head peers through the hole, and Deckards fires at
N  |||  him grazing the side of his face and blowing off his ear.
E  |||  
N  |||  Deckard starts running (hand held) through the rooms
N  |||  looking for an escape.
E  |||  
C  |||  BATTY(OS)
D  |||  Not very sporting to fire on
D  |||  an unarmed opponent. I thought
D  |||  you were supposed to be good...
D  |||  arent you the man.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  INT. DARK ROOM - NIGHT
E  |||  
N  |||  Batty in semi darkness is
N  |||  streaming down in his from his wounds. He starts to daub
N  |||  his face with his own blood, like a commanche warrior.
N  |||  Then he starts to strip down - a tribal ritual.
E  |||  
E  |||  
N  |||  INT. DARKENED ROOM (re-dressed lobby) ARMOIRE - NIGHT
E  |||  
N  |||  Deckard runs into the darkened room. Rats scuttle across
N  |||  the floor.
E  |||  
N  |||  He hears footsteps coming. There are no other exits.
E  |||  
N  |||  He looks at the armoire. His only escape.
E  |||  
N  |||  He runs to a table and with great pain bends his fingers back
N  |||  then runs to the armoire and starts to climb it.
E  |||  
N  |||  Batty walks into the room looks up at Deckard and starts
N  |||  to laugh.
E  |||  
C  |||  BATTY
D  |||  Where are you going ?
E  |||  
N  |||  Deckard continues towards the ceiling, the armoire
N  |||  starts to tilt, water drips on his head.
E  |||  
N  |||  Thunder and lightning erupt.
E  |||  
E  |||  
M  |||  INT. FLOOR B - TOILET - NIGHT
E  |||  
N  |||  Deckard's head pops up through the floor next to an
N  |||  overflowing toilet.
E  |||  
N  |||  All of a sudden he too starts to laugh, as he lays down
N  |||  on the floor, his laughter becoming hysterical.
E  |||  
N  |||  He looks around for some tape and starts to wrap his broken
N  |||  fingers.
E  |||  
N  |||  Suddenly, with a resounding crash Batty's head comes through
N  |||  the marble above the basin.
E  |||  
N  |||  Deckard gets up and makes a run for the door at the end of
N  |||  the room, as Batty, animal like, starts slurping the water
N  |||  out of the basin.
E  |||  
N  |||  Deckard pulls and tugs at the door, frantic with fear.
E  |||  
N  |||  The other door opens and Batty walks in, as Deckard manages
N  |||  to open his door.
E  |||  
E  |||  
M  |||  INT. CLOSET - NIGHT
E  |||  
N  |||  Two hundred objects (pigeons) burst out of the room into
N  |||  Deckard's face as he runs into the closed off room.
E  |||  
N  |||  There is no way out except by the
N  |||  proceeds to tear down.
E  |||  
C  |||  BATTY
D  |||  Now where are you going?
E  |||  
N  |||  Deckard climbs out the window, as Batty watches.
E  |||  
E  |||  
M  |||  EXT. ROOF - WINDOW LEDGE - NIGHT
E  |||  
N  |||  Deckard slowly eases himself around the window ledge
N  |||  and edges his way around to a cornice.
E  |||  
N  |||  Batty appears at another window, as Deckard scrambles
N  |||  up the cornice and on to the roof, wind and rain hindering
N  |||  his climb.
E  |||  
E  |||  
M  |||  EXT ROOF - NIGHT
E  |||  
N  |||  Wind and rain. Deckard dashes onto the roof and looks
N  |||  frantically over his shoulder. Batty isn't in sight yet.
N  |||  He looks around desperately. The roof is a desert no
N  |||  shelter. Deckard looks across at the next building.
E  |||  
N  |||  Suddenly a rooftop door opens and Batty steps out.
E  |||  
N  |||  Deckard looks back at the next building. Is it possible ?
N  |||  A long jump. But what choice.
E  |||  
N  |||  Decision time. Deckard decides to go. He runs directly
N  |||  towards Batty, turns, pumping like crazy, going for the gap.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
M  |||  EXT. THE ROOF - LOW ANGLE - NIGHT
E  |||  
N  |||  Looking up from way below, two buildings loom into the
N  |||  dark with a gap between them and a tiny figure running
N  |||  like hell and... jumping!
E  |||  
N  |||  Deckard leaps across the gap, flies through the air...
N  |||  almost makes it... catches a cornice on the second
N  |||  building... hangs many stories up over the street and we:
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. THE SECOND ROOF - NIGHT
E  |||  
N  |||  Deckard hangs onto the cornice in the wind and rain.
N  |||  One hand is almost useless, the other's strained to
N  |||  the limit. He looks down. A long, long fall to the
N  |||  ground.
E  |||  
N  |||  Deckard looks behind him, over his shoulder.
E  |||  
N  |||  He can see Batty twenty feet away on the edge of the
N  |||  first roof, watching him.
E  |||  
N  |||  Deckard is almost sobbing, holding on with everything
N  |||  he's got as we:
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. THE FIRST ROOF - NIGHT
E  |||  
N  |||  Batty stands there watching Deckard hang.
E  |||  
N  |||  Batty grins.
E  |||  
N  |||  Then one of his hands cramps badly. He has to work the
N  |||  fingers open with effort.
E  |||  
N  |||  He looks at Deckard again.
E  |||  
N  |||  Batty walks back five yards, sprints quickly, and
N  |||  leaps as we:
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. ROOF - LOW ANGLE - NIGHT
E  |||  
N  |||  From below we see the tiny figure of Batty as he leaps
N  |||  easily across the gap between the two looming skyscrapers
N  |||  and we:
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. SECOND ROOF - NIGHT
E  |||  
N  |||  Deckard is hanging there as Batty lands not far from
N  |||  Deckard's desperate hands.
E  |||  
N  |||  Batty looks down at Deckard.
E  |||  
N  |||  Batty grins and takes a seat only a couple of feet
N  |||  from Deckard.
E  |||  
N  |||  Deckard's bad hand lets go. He's hanging by one hand.
E  |||  
N  |||  The street looms way below.
E  |||  
N  |||  Deckard looks desperately into Batty's cold eyes.
E  |||  
N  |||  Batty grins and shakes his head at the absurdity of it.
E  |||  
N  |||  Deckard looks into that awful smile and sees no hope
N  |||  there.
E  |||  
N  |||  Batty glances down at his own hand. Spasms again.
E  |||  
N  |||  Deckard's hand is going. He knows it's over now, he
N  |||  bites the bullet of his anger. He glares at Batty as
N  |||  his grip gives way.
E  |||  
C  |||  DECKARD
D  |||  Asshole!
E  |||  
N  |||  Batty meets Deckard's angry eyes.
E  |||  
N  |||  Deckard's hand continues to slip.
E  |||  
N  |||  Batty is still looking at Deckard's rage. It moves the
N  |||  warrior in him, you can see Batty change his opinion.
E  |||  
N  |||  Too late! Deckard's hand goes.
E  |||  
N  |||  Batty's hand is like lightning. He catches Deckard's
N  |||  hand and holds Deckard.
E  |||  
N  |||  Deckard is suspended above the awesome drop, not sure
N  |||  why he's not falling. He opens his tightly closed eyes
N  |||  and looks up.
E  |||  
N  |||  He looks up into the stern warrior face of Batty, the
N  |||  cold eyes!
E  |||  
N  |||  Deckard hangs there and for a moment he has to consider
N  |||  whether this is the continuation of a cruel game.
E  |||  
N  |||  The Batty is hauling him up one-handed and with that
N  |||  scary strength he has.
E  |||  
N  |||  Deckard is pulled onto the roof where he lies on his
N  |||  stomach gasping for breath, not moving, just feeling
N  |||  something solid under him.
E  |||  
N  |||  Batty looks at the man gasping next to him with the
N  |||  cold eyes of a man looking at a fish. It is as though
N  |||  Deckard is some species far below Batty on the evolu-
N  |||  tionary scale.
E  |||  
N  |||  Batty's hand cramps again.
E  |||  
N  |||  Batty looks at it, almost with curiosity.
E  |||  
M  |||  JUMP CUT TO:
E  |||  
E  |||  
M  |||  EXT. THE SECOND ROOF (LATER)
E  |||  
N  |||  Deckard is looking at Batty.
E  |||  
N  |||  Batty is partly crumpled, frozen in an unnatural posi-
N  |||  tion as though he had been writhing and stopped mid-
N  |||  writhe. He looks back at Deckard with eyes full of
N  |||  life and intensity.
E  |||  
N  |||  They stare at each other for a long time in silence,
N  |||  communicating something with their eyes... without
N  |||  expression. Finally Batty breaks the silence.
E  |||  
C  |||  BATTY
D  |||  I've seen things...
D  |||  (long pause)
D  |||  seen things you little people
D  |||  wouldn't believe... Attack ships
D  |||  on fire off the shoulder of Orion
D  |||  bright as magnesium... I rode on
D  |||  the back decks of a blinker and
D  |||  watched c-beams glitter in the dark
D  |||  near the Tanhauser Gate.
D  |||  (pause)
D  |||  all those moments... they'll be gone.
E  |||  
N  |||  Batty holds Deckard's eyes like a hypnotist.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. THE SECOND ROOF (A LITTLE LATER)
E  |||  
N  |||  Batty is crumpled in a different position. It's light-
N  |||  er now and Batty's eyes are staring into infinity...
N  |||  almost lifelessly. A pigeon flutters down and perches
N  |||  on his shoulder. Batty doesn't stir.
E  |||  
N  |||  Deckard is watching motionless.
E  |||  
N  |||  The pigeon flies off.
E  |||  
N  |||  Batty doesn't move. Alive or dead?
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. THE SECOND ROOF - DAWN
E  |||  
N  |||  A more distant perspective. Deckard is a small figure
N  |||  looking down at the dead body of Batty.
E  |||  
C  |||  DECKARD (V.O.)
D  |||  I watched him die all night. It
D  |||  was a long, slow thing and he
D  |||  fought it all the way. He never
D  |||  whimpered and he never quit. He
D  |||  took all the time he had... as
D  |||  though he loved life very much...
D  |||  every second of it... even the
D  |||  pain. Then he was dead.
E  |||  
E  |||  
M  |||  EXT. ROOF - DAWN
E  |||  
N  |||  The city is down there. Endless and gray in the first
N  |||  light.
E  |||  
N  |||  Deckard's at the edge of the roof.
E  |||  
N  |||  Maybe someday he'll be better. But right now he hasn't
N  |||  even got the energy to be sick.
E  |||  
N  |||  The Mexican's voice doesn't surprise him, it comes through
N  |||  the silence like the rasping of raven's wings.
E  |||  
C  |||  GAFF
D  |||  How do you rate yourself, now Deckard ?
E  |||  
N  |||  He is standing 20 feet away, on the edge of the roof, like
N  |||  a captain looking at the sea. Smarts as a rooster,he places
N  |||  a foot on the buttress....
E  |||  
C  |||  GAFF
D  |||  You put on quite a show - no doubt
D  |||  about it...
E  |||  
N  |||  With a flourish he brings a dirty rag out of his pocket and
N  |||  starts polishing the pointed tip of his long black shoe.
E  |||  
C  |||  GAFF
D  |||  You think I'm a wimp - don't you.
E  |||  
N  |||  He waits for the answer. But Deckard doesn't bother.
E  |||  
N  |||  Gaff moistens the rag with his tongue and applies it to
N  |||  the toe.
E  |||  
C  |||  GAFF
D  |||  I could kill you right now -
D  |||  so you better say something.
E  |||  
N  |||  Deckard is unarmed. Gaff's got all the aces- seems to be
N  |||  bristling with concealed weapons. Deckard's eyes level on
N  |||  him. His voice comes out low and raw.
E  |||  
C  |||  DECKARD
D  |||  Yeah. I think you're a wimp.
E  |||  
N  |||  Gaff nods like he knew it all along - it seems to please
N  |||  him.
E  |||  
C  |||  GAFF
D  |||  I admire you more and more.
E  |||  
N  |||  Deckard exhales fatigue. His eyes close. The bullshit
N  |||  is endless. Gaff smiles like a beaver. Puts the rag back
N  |||  in his pocket.
E  |||  
C  |||  GAFF
D  |||  I guess you're through, huh.
E  |||  
N  |||  Deckard doesn't answer.
E  |||  
C  |||  GAFF
D  |||  Washed up. Wiped out. Finished.
E  |||  
N  |||  He cocks his head like a bluejay waiting for the answer.
E  |||  
C  |||  GAFF
D  |||  What about it.
E  |||  
C  |||  DECKARD
D  |||  Yeah. I'm through.
E  |||  
N  |||  Somewhere far away a whistle blows. Then silence. Deckard
N  |||  turns. He is moving away. His back to the Mexican. Gaff's
N  |||  voice follows him. Taunting.
E  |||  
C  |||  GAFF
D  |||  You did
D  |||  sure you are, man.
E  |||  
N  |||  He snickers. His hand comes out of his pocket with a gun.
E  |||  
C  |||  GAFF
D  |||  It's hard to be sure who's who around
D  |||  here.
E  |||  
N  |||  Deckard keeps walking.
E  |||  
C  |||  GAFF
D  |||  Carnall!
E  |||  
N  |||  Deckard slowly turns.
E  |||  
N  |||  Gaff shows him the gun. But it doesn't make any difference.
E  |||  
C  |||  GAFF
D  |||  Oye la agua.
E  |||  
N  |||  Deckard stares. He doesn't know the words.
E  |||  
N  |||  Ever the dandy, Gaff swaggers closer, stops.
E  |||  
C  |||  GAFF
D  |||  Here.
E  |||  
N  |||  He throws the gun across the gap to Deckard.
E  |||  
N  |||  Deckard doesn't try to catch it. It lands at his feet.
E  |||  
N  |||  Gaff dismisses the rejection with a suck on his teeth.
E  |||  
C  |||  GAFF
D  |||  I wouldn't wait too long. I wouldn't
D  |||  fool around. I'd get my little panocha
D  |||  and get the hell outta here.
E  |||  
N  |||  They just stare at each other. Gaff smiles.
E  |||  
C  |||  GAFF
D  |||  It's too bad, she don't last, eh!
E  |||  
N  |||  The smile is real and a little sad.
E  |||  
C  |||  GAFF
D  |||  But who does.
E  |||  
N  |||  Everybody knows the answer to that one.
E  |||  
N  |||  The Mexican shrugs.
E  |||  
N  |||  The light is brighter.
E  |||  
N  |||  The gun gleams on the wet
E  |||  
N  |||  Deckard turns and walks.
E  |||  
M  |||  CUT TO
E  |||  
E  |||  
E  |||  
M  |||  INT. DECKARD'S CORRIDOR - DAY
E  |||  
N  |||  Deckard's FEET CLICK along the corridor as he
N  |||  approaches his door.
E  |||  
N  |||  Near the door, on the floor, is a little tinfoil uni-
N  |||  corn, the kind of sculpture Gaff has been crafting on
N  |||  previous occasions.
E  |||  
N  |||  Deckard comes to the door, unlocks it, opens it.
E  |||  
N  |||  He doesn't see the piece of sculpture on the floor.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. DECKARD'S LIVING ROOM - DAY
E  |||  
N  |||  The room is dark and quiet as Deckard enters. You can
N  |||  hear the SOUND OF A BABY CRYING somewhere.
E  |||  
N  |||  Deckard frowns, looks around.
E  |||  
N  |||  The CLOCK TICKS. The BABY CRIES. Nothing moves.
E  |||  
C  |||  DECKARD
D  |||  Rachael.
E  |||  
N  |||  No answer.
E  |||  
N  |||  Deckard looks concerned. He glances in the kitchen.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. KITCHEN - DECKARD'S POV - DAY
E  |||  
N  |||  He sees the same old mess.
E  |||  
N  |||  Or did she clean it up?
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. BEDROOM - DAY
E  |||  
N  |||  The bedroom is dark.
E  |||  
N  |||  Deckard opens the door.
E  |||  
N  |||  He sees something on the bed. Motionless. A body?
E  |||  
N  |||  Deckard enters.
E  |||  
N  |||  The CLOCK TICKS. The BABY SQUALLS in the distance.
E  |||  
N  |||  Deckard goes close.
E  |||  
N  |||  Rachael is on the bed. Completely motionless.
E  |||  
N  |||  Deckard leans over her, very close, to see if she's
N  |||  breathing.
E  |||  
N  |||  A long moment.
E  |||  
N  |||  Then the tension goes out of him. She's alive. He
N  |||  turns away from her with a new urgency.
E  |||  
N  |||  He pulls the blaster from his holster and goes to the
N  |||  dresser. He opens a drawer and pulls out a box of
N  |||  ammo. Opens it.
E  |||  
N  |||  KACHUK! He slams a cartridge in the gun.
E  |||  
N  |||  KACHUK! Another.
E  |||  
N  |||  On the bed Rachael stirs, opens her eyes. KACHUK!
E  |||  
N  |||  She sees an ominous sight. Deckard is loading his gun
N  |||  in the shadows near the dresser, his back to her.
E  |||  
N  |||  KACHUK! He slams the last cartridge in.
E  |||  
C  |||  DECKARD
D  |||  Do you love me?
E  |||  
N  |||  He is looking at her in the mirror on the dresser. He
N  |||  has the gun in his hand.
E  |||  
N  |||  She is looking at his back.
E  |||  
C  |||  RACHAEL
D  |||  I love you.
E  |||  
N  |||  Deckard holsters the gun without turning and pulls
N  |||  open another drawer.
E  |||  
C  |||  DECKARD
D  |||  Do you trust me?
E  |||  
N  |||  Deckard is pulling clothes out of the drawer, stuff-
N  |||  ing them hastily into a parachute bag.
E  |||  
C  |||  RACHAEL
D  |||  I trust you.
E  |||  
N  |||  Deckard turns and looks at her, one hand full of
N  |||  clothes, the other hand holding the parachute bag.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. CORRIDOR - DAY
E  |||  
N  |||  The door opens and Deckard and Rachael step out. They
N  |||  are carrying a couple of overnight cases.
E  |||  
N  |||  Rachael starts toward the elevator.
E  |||  
N  |||  Deckard locks the door and turns to follow her.
E  |||  
N  |||  He spots something on the floor, something small.
E  |||  
N  |||  He reaches down and picks it up.
E  |||  
N  |||  It's the tiny unicorn made of tinfoil... Gaff's
N  |||  gauntlet.
E  |||  
N  |||  Deckard looks at it for a moment.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  EXT. MOVING TREES - DAY
E  |||  
N  |||  Birch trees whip past at 160 miles per hour urged on
N  |||  by big, nasty MUSIC.
E  |||  
N  |||  We have the feeling we are going to see a unicorn.
E  |||  
N  |||  Instead we see Deckard's car rocketing through the
N  |||  woods.
E  |||  
M  |||  CUT TO:
E  |||  
E  |||  
M  |||  INT. DECKARD'S CAR - DAY
E  |||  
